dataset,scenario,model,config,column,n_rows,n_unique,unique_ratio,n_null_like,null_rate,is_categorical,top_value,top_share
amazon_fine_food_review,predictive_score_features,sonnet,skill_on_e2e,reviewer_preference_experience,10000,5,0.0005,0,0.0,1,casual_user,0.541
amazon_fine_food_review,predictive_score_features,sonnet,skill_on_e2e,review_specificity,10000,3,0.0003,0,0.0,1,moderately_specific,0.6355
amazon_fine_food_review,predictive_score_features,haiku,skill_on,sentiment_polarity,10000,5,0.0005,1,0.0001,1,positive,0.7051
amazon_fine_food_review,predictive_score_features,haiku,skill_on,taste_satisfaction,10000,8,0.0008,469,0.0469,1,excellent_taste,0.3972
amazon_fine_food_review,predictive_score_features,haiku,skill_on,value_perception,10000,6,0.0006,1251,0.1251,1,good_value,0.4602
amazon_fine_food_review,predictive_score_features,sonnet,skill_on,sentiment_polarity,10000,4,0.0004,12,0.0012,1,positive,0.6799
amazon_fine_food_review,predictive_score_features,sonnet,skill_on,emotional_intensity,10000,5,0.0005,0,0.0,1,high_positive,0.4458
amazon_fine_food_review,predictive_score_features,sonnet,skill_on,repurchase_intent,10000,4,0.0004,7996,0.7996,1,,0.7996
amazon_fine_food_review,predictive_score_features,sonnet,skill_on,taste_quality_judgment,10000,5,0.0005,316,0.0316,1,excellent,0.466
amazon_fine_food_review,predictive_score_features,sonnet,skill_on,aftertaste_quality,10000,4,0.0004,9567,0.9567,1,,0.9567
amazon_fine_food_review,predictive_score_features,sonnet,skill_on,texture_quality_judgment,10000,3,0.0003,8349,0.8349,1,,0.8349
amazon_fine_food_review,predictive_score_features,sonnet,skill_on,expectation_mismatch,10000,3,0.0003,4,0.0004,1,False,0.7812
amazon_fine_food_review,predictive_score_features,sonnet,skill_on,shipping_packaging_issue,10000,2,0.0002,0,0.0,1,False,0.9662
amazon_fine_food_review,predictive_score_features,sonnet,skill_on,product_category,10000,9,0.0009,3,0.0003,1,human_food_snack,0.3617
amazon_fine_food_review,predictive_score_features,sonnet,skill_on,use_case_context,10000,9,0.0009,1,0.0001,1,personal_consumption,0.6694
amazon_fine_food_review,predictive_score_features,sonnet,skill_on,health_dietary_relevance,10000,7,0.0007,0,0.0,1,none_mentioned,0.7718
amazon_fine_food_review,predictive_score_features,sonnet,skill_on,comparison_to_alternative,10000,4,0.0004,0,0.0,1,no_comparison,0.7999
amazon_fine_food_review,predictive_score_features,sonnet,skill_on,review_specificity,10000,3,0.0003,0,0.0,1,moderately_specific,0.6071
amazon_fine_food_review,predictive_score_features,sonnet,skill_on,long_term_loyalty,10000,2,0.0002,0,0.0,1,False,0.8621
amazon_fine_food_review,predictive_score_features,sonnet,skill_on,flavor_taste_satisfaction,10000,6,0.0006,560,0.056,1,highly_satisfied,0.514
amazon_fine_food_review,predictive_score_features,sonnet,skill_on,reviewer_expertise_signal,10000,4,0.0004,5475,0.5475,1,,0.5475
amazon_polarity_reviews,causal_improve,haiku,skill_off_update,primary_issue_category,250,7,0.028,0,0.0,1,no_specific_issue,0.68
amazon_polarity_reviews,causal_improve,haiku,skill_off_update,improvement_focus,250,8,0.032,0,0.0,1,satisfaction_drivers,0.5
amazon_polarity_reviews,causal_improve,haiku,skill_off_update,issue_count,250,5,0.02,0,0.0,1,0,0.68
amazon_polarity_reviews,causal_improve,sonnet,skill_off_update,sentiment,250,2,0.008,0,0.0,1,negative,0.5
amazon_polarity_reviews,causal_improve,sonnet,skill_off_update,mentioned_topics,250,54,0.216,0,0.0,1,general_experience,0.316
amazon_polarity_reviews,causal_improve,sonnet,skill_off_update,seller_improvement_signal,250,8,0.032,0,0.0,1,maintain_current_quality,0.5
amazon_polarity_reviews,causal_improve,sonnet,skill_off_update,review_length_bucket,250,3,0.012,0,0.0,1,medium,0.584
amazon_polarity_reviews,causal_improve,haiku,skill_on_e2e,defect_or_failure_type,250,6,0.024,0,0.0,1,none_mentioned,0.788
amazon_polarity_reviews,causal_improve,haiku,skill_on_e2e,product_description_accuracy,250,5,0.02,0,0.0,1,accurate_as_described,0.412
amazon_polarity_reviews,causal_improve,haiku,skill_on_e2e,value_for_price_judgment,250,3,0.012,2,0.008,1,True,0.548
amazon_polarity_reviews,causal_improve,haiku,skill_on_e2e,design_limitation_or_flaw,250,6,0.024,0,0.0,1,none_mentioned,0.696
amazon_polarity_reviews,causal_improve,haiku,skill_on_e2e,intended_use_case,250,6,0.024,0,0.0,1,personal_use,0.7
amazon_polarity_reviews,causal_improve,sonnet,skill_on_e2e,complaint_type,250,7,0.028,0,0.0,1,no_complaint,0.74
amazon_polarity_reviews,causal_improve,sonnet,skill_on_e2e,functionality_works_as_advertised,250,3,0.012,57,0.228,1,True,0.44
amazon_polarity_reviews,causal_improve,sonnet,skill_on_e2e,durability_concern,250,2,0.008,0,0.0,1,False,0.92
amazon_polarity_reviews,causal_improve,sonnet,skill_on_e2e,value_for_money_sentiment,250,5,0.02,18,0.072,1,good_value,0.424
amazon_polarity_reviews,causal_improve,sonnet,skill_on_e2e,expectation_gap_source,250,5,0.02,0,0.0,1,no_gap,0.748
amazon_polarity_reviews,causal_improve,sonnet,skill_on_e2e,product_category,250,9,0.036,7,0.028,1,book,0.332
amazon_polarity_reviews,causal_improve,haiku,skill_on,product_quality_issue,250,5,0.02,198,0.792,1,,0.792
amazon_polarity_reviews,causal_improve,haiku,skill_on,defect_type,250,6,0.024,205,0.82,1,,0.82
amazon_polarity_reviews,causal_improve,haiku,skill_on,functionality_complaint,250,5,0.02,177,0.708,1,,0.708
amazon_polarity_reviews,causal_improve,haiku,skill_on,usability_barrier,250,5,0.02,219,0.876,1,,0.876
amazon_polarity_reviews,causal_improve,haiku,skill_on,description_reality_gap,250,2,0.008,0,0.0,1,False,0.708
amazon_polarity_reviews,causal_improve,haiku,skill_on,value_for_money_concern,250,2,0.008,0,0.0,1,False,0.852
amazon_polarity_reviews,causal_improve,haiku,skill_on,product_category_type,250,9,0.036,0,0.0,1,books_media,0.644
amazon_polarity_reviews,causal_improve,sonnet,skill_on,product_quality_issue_type,250,5,0.02,200,0.8,1,,0.8
amazon_polarity_reviews,causal_improve,sonnet,skill_on,description_accuracy,250,5,0.02,142,0.568,1,not_applicable,0.568
amazon_polarity_reviews,causal_improve,sonnet,skill_on,durability_concern,250,2,0.008,0,0.0,1,False,0.916
amazon_polarity_reviews,causal_improve,sonnet,skill_on,functionality_problem_type,250,5,0.02,202,0.808,1,,0.808
amazon_polarity_reviews,causal_improve,sonnet,skill_on,packaging_shipping_issue,250,2,0.008,0,0.0,1,False,0.984
amazon_polarity_reviews,causal_improve,sonnet,skill_on,price_value_sentiment,250,4,0.016,222,0.888,1,,0.888
amazon_polarity_reviews,causal_negative_drivers,haiku,skill_off_update,content_word_count,250,95,0.38,0,0.0,0,107,0.024
amazon_polarity_reviews,causal_negative_drivers,haiku,skill_off_update,has_complaint_language,250,2,0.008,0,0.0,1,0,0.712
amazon_polarity_reviews,causal_negative_drivers,haiku,skill_off_update,has_praise_language,250,2,0.008,0,0.0,1,1,0.568
amazon_polarity_reviews,causal_negative_drivers,haiku,skill_off_update,has_negation_language,250,2,0.008,0,0.0,1,1,0.684
amazon_polarity_reviews,causal_negative_drivers,sonnet,skill_off_update,negative_theme_product_defect,250,2,0.008,0,0.0,1,0,0.916
amazon_polarity_reviews,causal_negative_drivers,sonnet,skill_off_update,negative_theme_poor_quality,250,2,0.008,0,0.0,1,0,0.924
amazon_polarity_reviews,causal_negative_drivers,sonnet,skill_off_update,negative_theme_misleading,250,2,0.008,0,0.0,1,0,0.988
amazon_polarity_reviews,causal_negative_drivers,sonnet,skill_off_update,negative_theme_shipping_issues,250,2,0.008,0,0.0,1,0,0.896
amazon_polarity_reviews,causal_negative_drivers,sonnet,skill_off_update,negative_theme_customer_service,250,2,0.008,0,0.0,1,0,0.94
amazon_polarity_reviews,causal_negative_drivers,sonnet,skill_off_update,negative_theme_disappointment,250,2,0.008,0,0.0,1,0,0.9
amazon_polarity_reviews,causal_negative_drivers,sonnet,skill_off_update,negative_theme_pricing,250,2,0.008,0,0.0,1,0,0.948
amazon_polarity_reviews,causal_negative_drivers,sonnet,skill_off_update,negative_theme_count,250,5,0.02,0,0.0,1,0,0.616
amazon_polarity_reviews,causal_negative_drivers,sonnet,skill_off_update,negative_intensity_score,250,18,0.072,0,0.0,1,1,0.264
amazon_polarity_reviews,causal_negative_drivers,sonnet,skill_off_update,review_length_bucket,250,3,0.012,0,0.0,1,medium,0.584
amazon_polarity_reviews,causal_negative_drivers,haiku,skill_on_e2e,product_quality_defect,250,5,0.02,205,0.82,1,,0.82
amazon_polarity_reviews,causal_negative_drivers,haiku,skill_on_e2e,durability_failure,250,5,0.02,239,0.956,1,,0.956
amazon_polarity_reviews,causal_negative_drivers,haiku,skill_on_e2e,unmet_expectation,250,6,0.024,183,0.732,1,,0.724
amazon_polarity_reviews,causal_negative_drivers,haiku,skill_on_e2e,performance_shortfall,250,6,0.024,185,0.74,1,,0.74
amazon_polarity_reviews,causal_negative_drivers,haiku,skill_on_e2e,design_usability_issue,250,6,0.024,212,0.848,1,,0.848
amazon_polarity_reviews,causal_negative_drivers,haiku,skill_on_e2e,customer_support_failure,250,6,0.024,241,0.964,1,,0.964
amazon_polarity_reviews,causal_negative_drivers,haiku,skill_on_e2e,product_category_or_type,250,9,0.036,0,0.0,1,book_media,0.336
amazon_polarity_reviews,causal_negative_drivers,haiku,skill_on_e2e,function_performance_gap,250,7,0.028,183,0.732,1,,0.724
amazon_polarity_reviews,causal_negative_drivers,haiku,skill_on_e2e,product_quality_or_defect,250,5,0.02,196,0.784,1,,0.784
amazon_polarity_reviews,causal_negative_drivers,haiku,skill_on_e2e,customer_support_or_warranty_issue,250,6,0.024,243,0.972,1,,0.972
amazon_polarity_reviews,causal_negative_drivers,haiku,skill_on_e2e,design_or_usability_flaw,250,6,0.024,205,0.82,1,,0.82
amazon_polarity_reviews,causal_negative_drivers,haiku,skill_on_e2e,price_quality_value_mismatch,250,5,0.02,232,0.928,1,,0.928
amazon_polarity_reviews,causal_negative_drivers,haiku,skill_on_e2e,unmet_or_false_expectation,250,5,0.02,173,0.692,1,,0.692
amazon_polarity_reviews,causal_negative_drivers,sonnet,skill_on_e2e,durability_concern,250,2,0.008,0,0.0,1,False,0.88
amazon_polarity_reviews,causal_negative_drivers,sonnet,skill_on_e2e,content_quality_complaint,250,5,0.02,0,0.0,1,no_complaint,0.74
amazon_polarity_reviews,causal_negative_drivers,sonnet,skill_on_e2e,expectation_mismatch_type,250,5,0.02,0,0.0,1,no_mismatch,0.788
amazon_polarity_reviews,causal_negative_drivers,sonnet,skill_on_e2e,customer_support_failure,250,2,0.008,0,0.0,1,False,0.98
amazon_polarity_reviews,causal_negative_drivers,sonnet,skill_on_e2e,review_product_category,250,6,0.024,1,0.004,1,physical_product,0.348
amazon_polarity_reviews,causal_negative_drivers,sonnet,skill_on_e2e,sentiment_intensity,250,5,0.02,0,0.0,1,5,0.328
amazon_polarity_reviews,causal_negative_drivers,haiku,skill_on,product_defect_or_malfunction,250,2,0.008,0,0.0,1,False,0.792
amazon_polarity_reviews,causal_negative_drivers,haiku,skill_on,poor_durability_or_build_quality,250,2,0.008,0,0.0,1,False,0.804
amazon_polarity_reviews,causal_negative_drivers,haiku,skill_on,unmet_or_misleading_expectations,250,2,0.008,0,0.0,1,False,0.572
amazon_polarity_reviews,causal_negative_drivers,haiku,skill_on,usability_or_design_flaw,250,2,0.008,0,0.0,1,False,0.76
amazon_polarity_reviews,causal_negative_drivers,haiku,skill_on,product_category_type,250,13,0.052,0,0.0,1,books,0.332
amazon_polarity_reviews,causal_negative_drivers,sonnet,skill_on,product_defect_type,250,6,0.024,205,0.82,1,,0.82
amazon_polarity_reviews,causal_negative_drivers,sonnet,skill_on,durability_issue,250,2,0.008,0,0.0,1,False,0.888
amazon_polarity_reviews,causal_negative_drivers,sonnet,skill_on,content_or_creative_quality,250,7,0.028,203,0.812,1,,0.812
amazon_polarity_reviews,causal_negative_drivers,sonnet,skill_on,customer_support_failure,250,2,0.008,0,0.0,1,False,0.98
amazon_polarity_reviews,causal_negative_drivers,sonnet,skill_on,design_or_usability_flaw,250,6,0.024,235,0.94,1,,0.94
amazon_polarity_reviews,causal_negative_drivers,sonnet,skill_on,product_category,250,10,0.04,0,0.0,1,book_nonfiction,0.196
amazon_polarity_reviews,causal_negative_drivers,sonnet,skill_on,reviewer_sentiment_intensity,250,5,0.02,0,0.0,1,5,0.32
amazon_polarity_reviews,concept_attribute_praise,haiku,skill_off_update,praise_word_count,250,7,0.028,0,0.0,1,1,0.356
amazon_polarity_reviews,concept_attribute_praise,haiku,skill_off_update,complaint_word_count,250,6,0.024,0,0.0,1,0,0.68
amazon_polarity_reviews,concept_attribute_praise,haiku,skill_off_update,review_detail_level,250,7,0.028,0,0.0,1,5,0.248
amazon_polarity_reviews,concept_attribute_praise,haiku,skill_off_update,emotional_intensity,250,199,0.796,0,0.0,0,10,0.032
amazon_polarity_reviews,concept_attribute_praise,haiku,skill_off_update,aspects_discussed,250,5,0.02,0,0.0,1,0,0.508
amazon_polarity_reviews,concept_attribute_praise,sonnet,skill_off_update,praise_signal_count,250,5,0.02,0,0.0,1,0,0.56
amazon_polarity_reviews,concept_attribute_praise,sonnet,skill_off_update,complaint_signal_count,250,3,0.012,0,0.0,1,0,0.796
amazon_polarity_reviews,concept_attribute_praise,sonnet,skill_off_update,dominant_driver,250,4,0.016,0,0.0,1,neutral,0.408
amazon_polarity_reviews,concept_attribute_praise,sonnet,skill_off_update,mentioned_aspects,250,20,0.08,0,0.0,1,general,0.704
amazon_polarity_reviews,concept_attribute_praise,sonnet,skill_off_update,review_length_bucket,250,3,0.012,0,0.0,1,medium,0.584
amazon_polarity_reviews,concept_attribute_praise,sonnet,skill_off_update,exclamation_count,250,12,0.048,0,0.0,1,0,0.664
amazon_polarity_reviews,concept_attribute_praise,sonnet,skill_off_update,has_comparison,250,2,0.008,0,0.0,1,0,0.94
amazon_polarity_reviews,concept_attribute_praise,sonnet,skill_off_update,repeat_purchase_signal,250,2,0.008,0,0.0,1,0,0.94
amazon_polarity_reviews,concept_attribute_praise,haiku,skill_on_e2e,quality_defect_or_failure,250,6,0.024,199,0.796,1,,0.796
amazon_polarity_reviews,concept_attribute_praise,haiku,skill_on_e2e,durability_concern,250,2,0.008,0,0.0,1,False,0.836
amazon_polarity_reviews,concept_attribute_praise,haiku,skill_on_e2e,usability_or_ease_of_use_issue,250,5,0.02,226,0.904,1,,0.904
amazon_polarity_reviews,concept_attribute_praise,haiku,skill_on_e2e,design_or_feature_gap,250,6,0.024,179,0.716,1,,0.716
amazon_polarity_reviews,concept_attribute_praise,haiku,skill_on_e2e,expectation_misalignment,250,6,0.024,180,0.72,1,,0.72
amazon_polarity_reviews,concept_attribute_praise,haiku,skill_on_e2e,standout_strength,250,8,0.032,121,0.484,1,,0.484
amazon_polarity_reviews,concept_attribute_praise,haiku,skill_on_e2e,customer_service_quality,250,6,0.024,241,0.964,1,,0.964
amazon_polarity_reviews,concept_attribute_praise,haiku,skill_on_e2e,competitive_or_alternative_mention,250,2,0.008,0,0.0,1,False,0.776
amazon_polarity_reviews,concept_attribute_praise,sonnet,skill_on_e2e,product_category,250,7,0.028,1,0.004,1,physical_product,0.34
amazon_polarity_reviews,concept_attribute_praise,sonnet,skill_on_e2e,primary_aspect,250,10,0.04,1,0.004,1,audio_visual_quality,0.268
amazon_polarity_reviews,concept_attribute_praise,sonnet,skill_on_e2e,build_quality_signal,250,4,0.016,165,0.66,1,,0.66
amazon_polarity_reviews,concept_attribute_praise,sonnet,skill_on_e2e,content_creative_quality,250,4,0.016,20,0.08,1,negative,0.388
amazon_polarity_reviews,concept_attribute_praise,sonnet,skill_on_e2e,functional_failure_present,250,2,0.008,0,0.0,1,False,0.824
amazon_polarity_reviews,concept_attribute_praise,sonnet,skill_on_e2e,value_for_money_perception,250,3,0.012,213,0.852,1,,0.852
amazon_polarity_reviews,concept_attribute_praise,sonnet,skill_on_e2e,expectation_mismatch,250,4,0.016,3,0.012,1,fell_short,0.492
amazon_polarity_reviews,concept_attribute_praise,sonnet,skill_on_e2e,sentiment_intensity,250,5,0.02,0,0.0,1,5,0.316
amazon_polarity_reviews,concept_attribute_praise,sonnet,skill_on_e2e,explicit_recommendation_stance,250,3,0.012,0,0.0,1,recommends,0.452
amazon_polarity_reviews,concept_attribute_praise,sonnet,skill_on_e2e,support_or_return_experience,250,3,0.012,239,0.956,1,,0.956
amazon_polarity_reviews,concept_attribute_praise,haiku,skill_on,primary_object,250,11,0.044,1,0.004,1,user_experience,0.396
amazon_polarity_reviews,concept_attribute_praise,haiku,skill_on,quality_judgment,250,12,0.048,55,0.22,1,high_value,0.26
amazon_polarity_reviews,concept_attribute_praise,haiku,skill_on,design_flaw_vs_usage,250,6,0.024,6,0.024,1,working_as_intended,0.476
amazon_polarity_reviews,concept_attribute_praise,haiku,skill_on,user_impact_scope,250,8,0.032,121,0.484,1,,0.484
amazon_polarity_reviews,concept_attribute_praise,haiku,skill_on,comparison_context,250,6,0.024,0,0.0,1,no_comparison,0.5
amazon_polarity_reviews,concept_attribute_praise,sonnet,skill_on,primary_product_aspect,250,9,0.036,0,0.0,1,content_quality,0.3
amazon_polarity_reviews,concept_attribute_praise,sonnet,skill_on,has_physical_quality_defect,250,2,0.008,0,0.0,1,False,0.836
amazon_polarity_reviews,concept_attribute_praise,sonnet,skill_on,has_functional_performance_failure,250,2,0.008,0,0.0,1,False,0.82
amazon_polarity_reviews,concept_attribute_praise,sonnet,skill_on,price_value_sentiment,250,4,0.016,227,0.908,1,,0.908
amazon_polarity_reviews,concept_attribute_praise,sonnet,skill_on,complaint_severity,250,6,0.024,113,0.452,1,,0.452
amazon_polarity_reviews,concept_attribute_praise,sonnet,skill_on,narrative_content_praise_type,250,7,0.028,153,0.612,1,,0.612
amazon_polarity_reviews,concept_attribute_praise,sonnet,skill_on,emotional_intensity,250,6,0.024,0,0.0,1,enthusiastic_praise,0.284
amazon_polarity_reviews,concept_attribute_praise,sonnet,skill_on,has_competitor_or_alternative_comparison,250,2,0.008,0,0.0,1,False,0.816
amazon_polarity_reviews,concept_attribute_praise,sonnet,skill_on,purchase_context,250,5,0.02,157,0.628,1,not_specified,0.628
amazon_polarity_reviews,focus_inference,haiku,skill_off_update,primary_aspect,250,7,0.028,0,0.0,1,quality,0.508
amazon_polarity_reviews,focus_inference,haiku,skill_off_update,has_complaint,250,2,0.008,0,0.0,1,no,0.804
amazon_polarity_reviews,focus_inference,haiku,skill_off_update,comparison_mentions,250,5,0.02,0,0.0,1,0,0.732
amazon_polarity_reviews,focus_inference,sonnet,skill_off_update,aspect_product_quality,250,2,0.008,0,0.0,1,0,0.568
amazon_polarity_reviews,focus_inference,sonnet,skill_off_update,aspect_price_value,250,2,0.008,0,0.0,1,0,0.812
amazon_polarity_reviews,focus_inference,sonnet,skill_off_update,aspect_shipping_delivery,250,2,0.008,0,0.0,1,0,0.956
amazon_polarity_reviews,focus_inference,sonnet,skill_off_update,aspect_customer_service,250,2,0.008,0,0.0,1,0,0.928
amazon_polarity_reviews,focus_inference,sonnet,skill_off_update,aspect_features_functionality,250,2,0.008,0,0.0,1,0,0.612
amazon_polarity_reviews,focus_inference,sonnet,skill_off_update,aspect_ease_of_use,250,2,0.008,0,0.0,1,0,0.84
amazon_polarity_reviews,focus_inference,sonnet,skill_off_update,aspect_aesthetics_design,250,2,0.008,0,0.0,1,0,0.876
amazon_polarity_reviews,focus_inference,sonnet,skill_off_update,aspect_content_narrative,250,2,0.008,0,0.0,1,1,0.604
amazon_polarity_reviews,focus_inference,sonnet,skill_off_update,primary_aspect,250,8,0.032,0,0.0,1,content_narrative,0.568
amazon_polarity_reviews,focus_inference,haiku,skill_on_e2e,quality_durability_concern,250,2,0.008,0,0.0,1,False,0.7
amazon_polarity_reviews,focus_inference,haiku,skill_on_e2e,functionality_performance_issue,250,2,0.008,0,0.0,1,False,0.792
amazon_polarity_reviews,focus_inference,haiku,skill_on_e2e,design_usability_feedback,250,2,0.008,0,0.0,1,False,0.572
amazon_polarity_reviews,focus_inference,haiku,skill_on_e2e,value_for_money_assessment,250,2,0.008,0,0.0,1,False,0.888
amazon_polarity_reviews,focus_inference,haiku,skill_on_e2e,comparison_or_alternative_mention,250,2,0.008,0,0.0,1,False,0.644
amazon_polarity_reviews,focus_inference,sonnet,skill_on_e2e,product_category,250,8,0.032,1,0.004,1,book,0.332
amazon_polarity_reviews,focus_inference,sonnet,skill_on_e2e,primary_reviewed_aspect,250,11,0.044,2,0.008,1,content_narrative,0.516
amazon_polarity_reviews,focus_inference,sonnet,skill_on_e2e,content_creative_quality,250,5,0.02,98,0.392,1,not_applicable,0.392
amazon_polarity_reviews,focus_inference,sonnet,skill_on_e2e,value_for_money_sentiment,250,4,0.016,216,0.864,1,,0.864
amazon_polarity_reviews,focus_inference,sonnet,skill_on_e2e,safety_or_suitability_concern,250,2,0.008,0,0.0,1,False,0.924
amazon_polarity_reviews,focus_inference,sonnet,skill_on_e2e,comparison_to_alternative_mentioned,250,2,0.008,0,0.0,1,False,0.784
amazon_polarity_reviews,focus_inference,haiku,skill_on,mentions_performance_functionality,250,2,0.008,0,0.0,1,False,0.56
amazon_polarity_reviews,focus_inference,haiku,skill_on,mentions_quality_durability,250,2,0.008,0,0.0,1,False,0.668
amazon_polarity_reviews,focus_inference,haiku,skill_on,mentions_design_aesthetics,250,2,0.008,0,0.0,1,False,0.812
amazon_polarity_reviews,focus_inference,haiku,skill_on,mentions_ease_of_use,250,2,0.008,0,0.0,1,False,0.788
amazon_polarity_reviews,focus_inference,haiku,skill_on,mentions_content_quality,250,2,0.008,0,0.0,1,True,0.78
amazon_polarity_reviews,focus_inference,sonnet,skill_on,product_category,250,6,0.024,2,0.008,1,physical_product,0.344
amazon_polarity_reviews,focus_inference,sonnet,skill_on,primary_review_aspect,250,10,0.04,2,0.008,1,content_narrative,0.604
amazon_polarity_reviews,focus_inference,sonnet,skill_on,content_quality_dimension,250,7,0.028,111,0.444,1,,0.444
amazon_polarity_reviews,focus_inference,sonnet,skill_on,value_for_money_sentiment,250,4,0.016,211,0.844,1,,0.844
amazon_polarity_reviews,focus_inference,sonnet,skill_on,usability_complaint_mentioned,250,2,0.008,0,0.0,1,False,0.736
amazon_polarity_reviews,focus_inference,sonnet,skill_on,shipping_arrival_condition,250,4,0.016,239,0.956,1,,0.956
amazon_polarity_reviews,focus_inference,sonnet,skill_on,overall_sentiment_tone,250,3,0.012,0,0.0,1,positive,0.432
amazon_polarity_reviews,focus_inference,sonnet,skill_on,shipping_or_condition_on_arrival,250,4,0.016,238,0.952,1,,0.952
amazon_polarity_reviews,predictive_negative,haiku,skill_off_update,negative_sentiment_words,250,6,0.024,0,0.0,1,0,0.644
amazon_polarity_reviews,predictive_negative,haiku,skill_off_update,positive_sentiment_words,250,5,0.02,0,0.0,1,0,0.488
amazon_polarity_reviews,predictive_negative,haiku,skill_off_update,allcaps_word_count,250,10,0.04,0,0.0,1,0,0.644
amazon_polarity_reviews,predictive_negative,haiku,skill_off_update,exclamation_mark_count,250,12,0.048,0,0.0,1,0,0.664
amazon_polarity_reviews,predictive_negative,haiku,skill_off_update,question_mark_count,250,4,0.016,0,0.0,1,0,0.928
amazon_polarity_reviews,predictive_negative,haiku,skill_off_update,repeated_punctuation_count,250,10,0.04,0,0.0,1,0,0.632
amazon_polarity_reviews,predictive_negative,haiku,skill_off_update,title_word_count,250,13,0.052,0,0.0,1,2,0.188
amazon_polarity_reviews,predictive_negative,haiku,skill_off_update,content_word_count,250,95,0.38,0,0.0,0,107,0.024
amazon_polarity_reviews,predictive_negative,haiku,skill_off_update,comparative_language_count,250,4,0.016,0,0.0,1,0,0.844
amazon_polarity_reviews,predictive_negative,haiku,skill_off_update,investment_complaint_words,250,3,0.012,0,0.0,1,0,0.864
amazon_polarity_reviews,predictive_negative,haiku,skill_off_update,product_failure_words,250,4,0.016,0,0.0,1,0,0.9
amazon_polarity_reviews,predictive_negative,haiku,skill_off_update,durability_complaint_words,250,4,0.016,0,0.0,1,0,0.908
amazon_polarity_reviews,predictive_negative,sonnet,skill_off_update,neg_word_count,250,10,0.04,0,0.0,1,0,0.344
amazon_polarity_reviews,predictive_negative,sonnet,skill_off_update,pos_word_count,250,8,0.032,0,0.0,1,0,0.344
amazon_polarity_reviews,predictive_negative,sonnet,skill_off_update,neg_phrase_count,250,3,0.012,0,0.0,1,0,0.896
amazon_polarity_reviews,predictive_negative,sonnet,skill_off_update,negated_pos_count,250,3,0.012,0,0.0,1,0,0.944
amazon_polarity_reviews,predictive_negative,sonnet,skill_off_update,intensified_neg_count,250,3,0.012,0,0.0,1,0,0.956
amazon_polarity_reviews,predictive_negative,sonnet,skill_off_update,sentiment_ratio,250,157,0.628,0,0.0,0,0.0,0.228
amazon_polarity_reviews,predictive_negative,sonnet,skill_off_update,exclamation_count,250,12,0.048,0,0.0,1,0,0.664
amazon_polarity_reviews,predictive_negative,sonnet,skill_off_update,caps_word_count,250,10,0.04,0,0.0,1,0,0.644
amazon_polarity_reviews,predictive_negative,sonnet,skill_off_update,question_count,250,4,0.016,0,0.0,1,0,0.928
amazon_polarity_reviews,predictive_negative,sonnet,skill_off_update,short_title_flag,250,2,0.008,0,0.0,1,1,0.612
amazon_polarity_reviews,predictive_negative,sonnet,skill_off_update,composite_neg_score,250,89,0.356,0,0.0,0,1.0,0.128
amazon_polarity_reviews,predictive_negative,haiku,skill_on_e2e,durability_defect_signal,250,2,0.008,0,0.0,1,False,0.808
amazon_polarity_reviews,predictive_negative,haiku,skill_on_e2e,functional_failure_malfunction,250,2,0.008,0,0.0,1,False,0.808
amazon_polarity_reviews,predictive_negative,haiku,skill_on_e2e,quality_construction_criticism,250,2,0.008,0,0.0,1,False,0.756
amazon_polarity_reviews,predictive_negative,haiku,skill_on_e2e,strong_negative_emotion,250,2,0.008,0,0.0,1,False,0.556
amazon_polarity_reviews,predictive_negative,haiku,skill_on_e2e,disappointment_regret,250,2,0.008,0,0.0,1,False,0.576
amazon_polarity_reviews,predictive_negative,haiku,skill_on_e2e,expectation_reality_gap,250,3,0.012,2,0.008,1,False,0.5
amazon_polarity_reviews,predictive_negative,haiku,skill_on_e2e,negative_product_comparison,250,2,0.008,0,0.0,1,False,0.608
amazon_polarity_reviews,predictive_negative,haiku,skill_on_e2e,return_avoid_nonrecommendation,250,2,0.008,0,0.0,1,False,0.576
amazon_polarity_reviews,predictive_negative,haiku,skill_on_e2e,durability_or_defect_signal,250,2,0.008,0,0.0,1,False,0.8
amazon_polarity_reviews,predictive_negative,haiku,skill_on_e2e,functional_failure_or_malfunction,250,2,0.008,0,0.0,1,False,0.824
amazon_polarity_reviews,predictive_negative,haiku,skill_on_e2e,poor_quality_or_construction_criticism,250,2,0.008,0,0.0,1,False,0.788
amazon_polarity_reviews,predictive_negative,haiku,skill_on_e2e,return_avoid_or_non_recommendation,250,2,0.008,0,0.0,1,False,0.596
amazon_polarity_reviews,predictive_negative,haiku,skill_on_e2e,strong_negative_emotion_expression,250,2,0.008,0,0.0,1,False,0.592
amazon_polarity_reviews,predictive_negative,haiku,skill_on_e2e,waste_of_money_or_value_signal,250,2,0.008,0,0.0,1,False,0.876
amazon_polarity_reviews,predictive_negative,haiku,skill_on_e2e,disappointment_or_regret_signal,250,2,0.008,0,0.0,1,False,0.56
amazon_polarity_reviews,predictive_negative,haiku,skill_on_e2e,expectation_vs_reality_gap,250,2,0.008,0,0.0,1,False,0.596
amazon_polarity_reviews,predictive_negative,haiku,skill_on_e2e,negative_comparison_alternative_or_prior,250,2,0.008,0,0.0,1,False,0.74
